Hikaru ELO,Anonymous GM ELO,Hikaru Score,Anonymous GM Score,Hikaru Biggest Win Streak,Number of 40 Win Streaks
3158,3092,14450.5,10549.5,14,0
3158,3093,14288.0,10712.0,16,0
3158,3094,14326.0,10674.0,12,0
3158,3095,14353.5,10646.5,11,0
3158,3096,14145.5,10854.5,15,0
3158,3097,14135.5,10864.5,11,0
3158,3098,14190.5,10809.5,11,0
3158,3099,14124.0,10876.0,12,0
3159,2700,22722.0,2278.0,60,19
3159,2701,22663.5,2336.5,60,15
3159,2702,22781.0,2219.0,60,15
3159,2703,22695.0,2305.0,59,14
3159,2704,22681.5,2318.5,64,18
3159,2705,22656.0,2344.0,64,19
3159,2706,22662.5,2337.5,70,20
3159,2707,22587.0,2413.0,64,20
3159,2708,22655.0,2345.0,62,13
3159,2709,22643.0,2357.0,67,18
3159,2710,22576.5,2423.5,63,17
3159,2711,22578.5,2421.5,60,24
3159,2712,22562.0,2438.0,57,14
3159,2713,22549.0,2451.0,51,9
3159,2714,22485.5,2514.5,58,7
3159,2715,22607.5,2392.5,68,13
3159,2716,22558.5,2441.5,64,20
3159,2717,22413.5,2586.5,62,13
3159,2718,22444.5,2555.5,61,4
3159,2719,22567.0,2433.0,62,13
3159,2720,22400.0,2600.0,74,11
3159,2721,22514.0,2486.0,68,11
3159,2722,22445.0,2555.0,61,16
3159,2723,22459.5,2540.5,72,11
3159,2724,22330.5,2669.5,59,11
3159,2725,22415.5,2584.5,64,10
3159,2726,22296.0,2704.0,50,12
3159,2727,22404.0,2596.0,67,7
3159,2728,22423.5,2576.5,56,12
3159,2729,22380.5,2619.5,51,9
3159,2730,22332.0,2668.0,59,6
3159,2731,22290.0,2710.0,80,7
3159,2732,22395.0,2605.0,63,10
3159,2733,22259.5,2740.5,60,8
3159,2734,22391.5,2608.5,52,13
3159,2735,22256.0,2744.0,55,8
3159,2736,22253.5,2746.5,50,4
3159,2737,22339.0,2661.0,60,7
3159,2738,22301.5,2698.5,65,8
3159,2739,22244.5,2755.5,61,7
3159,2740,22234.5,2765.5,85,5
3159,2741,22231.0,2769.0,53,7
3159,2742,22170.5,2829.5,69,9
3159,2743,22184.0,2816.0,50,4
3159,2744,22143.0,2857.0,50,9
3159,2745,22142.0,2858.0,58,5
3159,2746,22166.5,2833.5,56,10
3159,2747,22088.5,2911.5,52,3
3159,2748,22141.5,2858.5,63,5
3159,2749,22152.5,2847.5,56,3
3159,2750,22021.5,2978.5,41,1
3159,2751,22042.0,2958.0,55,3
3159,2752,22072.0,2928.0,42,2
3159,2753,22000.5,2999.5,50,6
3159,2754,22055.5,2944.5,53,7
3159,2755,22052.5,2947.5,54,4
3159,2756,21984.5,3015.5,50,5
3159,2757,21950.5,3049.5,44,3
3159,2758,21947.0,3053.0,60,9
3159,2759,21959.5,3040.5,51,2
3159,2760,21947.0,3053.0,48,4
3159,2761,21942.0,3058.0,48,3
3159,2762,21872.5,3127.5,52,5
3159,2763,21919.0,3081.0,44,2
3159,2764,21914.0,3086.0,45,3
3159,2765,21780.0,3220.0,50,4
3159,2766,21863.0,3137.0,48,4
3159,2767,21923.5,3076.5,49,2
3159,2768,21852.5,3147.5,57,5
3159,2769,21893.0,3107.0,53,4
3159,2770,21839.5,3160.5,60,3
3159,2771,21746.0,3254.0,50,2
3159,2772,21741.5,3258.5,86,1
3159,2773,21635.5,3364.5,46,2
3159,2774,21575.0,3425.0,44,3
3159,2775,21719.0,3281.0,48,3
3159,2776,21799.0,3201.0,62,3
3159,2777,21700.5,3299.5,43,1
3159,2778,21702.0,3298.0,54,4
3159,2779,21696.0,3304.0,46,3
3159,2780,21631.5,3368.5,44,4
3159,2781,21557.0,3443.0,40,1
3159,2782,21635.0,3365.0,52,3
3159,2783,21628.5,3371.5,42,1
3159,2784,21472.5,3527.5,36,0
3159,2785,21519.0,3481.0,60,4
3159,2786,21534.5,3465.5,44,2
3159,2787,21530.5,3469.5,54,1
3159,2788,21526.5,3473.5,51,2
3159,2789,21487.0,3513.0,38,0
3159,2790,21442.5,3557.5,40,1
3159,2791,21445.5,3554.5,45,1
3159,2792,21384.5,3615.5,45,2
3159,2793,21461.5,3538.5,36,0
3159,2794,21307.5,3692.5,40,2
3159,2795,21445.5,3554.5,50,3
3159,2796,21357.0,3643.0,49,2
3159,2797,21321.5,3678.5,35,0
3159,2798,21187.0,3813.0,38,0
3159,2799,21349.0,3651.0,43,2
3159,2800,21341.0,3659.0,42,2
3159,2801,21223.5,3776.5,44,1
3159,2802,21256.5,3743.5,35,0
3159,2803,21210.0,3790.0,34,0
3159,2804,21318.0,3682.0,56,2
3159,2805,21139.5,3860.5,40,1
3159,2806,21216.0,3784.0,36,0
3159,2807,21224.0,3776.0,38,0
3159,2808,21246.0,3754.0,41,1
3159,2809,21133.0,3867.0,54,1
3159,2810,21158.5,3841.5,37,0
3159,2811,21251.0,3749.0,43,2
3159,2812,21080.0,3920.0,43,1
3159,2813,21123.0,3877.0,42,1
3159,2814,21156.0,3844.0,39,0
3159,2815,21093.0,3907.0,39,0
3159,2816,21092.5,3907.5,38,0
3159,2817,21116.0,3884.0,36,0
3159,2818,20948.5,4051.5,41,1
3159,2819,20950.0,4050.0,40,1
3159,2820,20979.0,4021.0,38,0
3159,2821,20926.5,4073.5,34,0
3159,2822,20948.0,4052.0,38,0
3159,2823,21039.0,3961.0,41,2
3159,2824,20857.0,4143.0,34,0
3159,2825,20920.5,4079.5,32,0
3159,2826,20815.5,4184.5,34,0
3159,2827,20827.5,4172.5,50,1
3159,2828,20768.0,4232.0,34,0
3159,2829,20845.0,4155.0,37,0
3159,2830,20704.0,4296.0,36,0
3159,2831,20717.5,4282.5,35,0
3159,2832,20812.5,4187.5,44,1
3159,2833,20830.0,4170.0,35,0
3159,2834,20781.0,4219.0,29,0
3159,2835,20722.5,4277.5,36,0
3159,2836,20647.0,4353.0,35,0
3159,2837,20636.0,4364.0,31,0
3159,2838,20811.0,4189.0,35,0
3159,2839,20578.5,4421.5,36,0
3159,2840,20632.5,4367.5,37,0
3159,2841,20532.0,4468.0,41,1
3159,2842,20493.5,4506.5,38,0
3159,2843,20584.0,4416.0,31,0
3159,2844,20599.5,4400.5,37,0
3159,2845,20488.5,4511.5,36,0
3159,2846,20414.0,4586.0,36,0
3159,2847,20431.0,4569.0,36,0
3159,2848,20527.5,4472.5,28,0
3159,2849,20440.5,4559.5,30,0
3159,2850,20366.5,4633.5,38,0
3159,2851,20485.5,4514.5,39,0
3159,2852,20405.0,4595.0,40,1
3159,2853,20387.5,4612.5,28,0
3159,2854,20394.5,4605.5,32,0
3159,2855,20267.5,4732.5,30,0
3159,2856,20243.5,4756.5,33,0
3159,2857,20278.5,4721.5,29,0
3159,2858,20259.5,4740.5,29,0
3159,2859,20217.0,4783.0,29,0
3159,2860,20198.5,4801.5,27,0
3159,2861,20188.0,4812.0,24,0
3159,2862,20131.5,4868.5,30,0
3159,2863,20159.5,4840.5,29,0
3159,2864,20106.0,4894.0,37,0
3159,2865,20017.0,4983.0,24,0
3159,2866,20028.0,4972.0,33,0
3159,2867,20046.5,4953.5,30,0
3159,2868,20038.5,4961.5,30,0
3159,2869,19976.0,5024.0,40,1
3159,2870,19962.0,5038.0,33,0
3159,2871,19936.5,5063.5,29,0
3159,2872,20015.5,4984.5,39,0
3159,2873,19908.0,5092.0,27,0
3159,2874,19891.5,5108.5,25,0
3159,2875,19902.0,5098.0,27,0
3159,2876,19886.5,5113.5,27,0
3159,2877,19914.5,5085.5,26,0
3159,2878,19900.5,5099.5,33,0
3159,2879,19946.5,5053.5,34,0
3159,2880,19776.0,5224.0,27,0
3159,2881,19789.0,5211.0,24,0
3159,2882,19752.0,5248.0,23,0
3159,2883,19801.0,5199.0,29,0
3159,2884,19763.5,5236.5,28,0
3159,2885,19637.5,5362.5,31,0
3159,2886,19782.5,5217.5,46,1
3159,2887,19640.5,5359.5,31,0
3159,2888,19622.5,5377.5,33,0
3159,2889,19623.0,5377.0,25,0
3159,2890,19610.5,5389.5,27,0
3159,2891,19630.5,5369.5,25,0
3159,2892,19682.5,5317.5,31,0
3159,2893,19559.5,5440.5,31,0
3159,2894,19507.0,5493.0,30,0
3159,2895,19489.0,5511.0,25,0
3159,2896,19444.0,5556.0,39,0
3159,2897,19444.0,5556.0,26,0
3159,2898,19490.0,5510.0,26,0
3159,2899,19460.0,5540.0,29,0
3159,2900,19343.5,5656.5,24,0
3159,2901,19183.0,5817.0,34,0
3159,2902,19332.0,5668.0,28,0
3159,2903,19354.5,5645.5,24,0
3159,2904,19325.0,5675.0,25,0
3159,2905,19169.0,5831.0,24,0
3159,2906,19306.5,5693.5,30,0
3159,2907,19203.0,5797.0,26,0
3159,2908,19173.0,5827.0,29,0
3159,2909,19215.0,5785.0,24,0
3159,2910,19287.5,5712.5,29,0
3159,2911,19233.5,5766.5,33,0
3159,2912,19141.5,5858.5,26,0
3159,2913,19041.5,5958.5,25,0
3159,2914,19047.0,5953.0,33,0
3159,2915,18952.5,6047.5,23,0
3159,2916,19083.0,5917.0,22,0
3159,2917,18931.5,6068.5,30,0
3159,2918,18947.0,6053.0,25,0
3159,2919,18940.5,6059.5,24,0
3159,2920,18958.5,6041.5,28,0
3159,2921,18939.5,6060.5,25,0
3159,2922,18908.0,6092.0,25,0
3159,2923,18842.0,6158.0,21,0
3159,2924,18857.0,6143.0,24,0
3159,2925,18885.0,6115.0,24,0
3159,2926,18770.5,6229.5,22,0
3159,2927,18746.5,6253.5,23,0
3159,2928,18725.5,6274.5,24,0
3159,2929,18677.0,6323.0,26,0
3159,2930,18707.5,6292.5,25,0
3159,2931,18518.0,6482.0,20,0
3159,2932,18667.0,6333.0,20,0
3159,2933,18649.0,6351.0,26,0
3159,2934,18505.0,6495.0,25,0
3159,2935,18553.0,6447.0,21,0
3159,2936,18495.5,6504.5,20,0
3159,2937,18565.5,6434.5,33,0
3159,2938,18569.0,6431.0,27,0
3159,2939,18546.5,6453.5,22,0
3159,2940,18428.0,6572.0,21,0
3159,2941,18445.5,6554.5,20,0
3159,2942,18432.5,6567.5,20,0
3159,2943,18257.5,6742.5,22,0
3159,2944,18275.0,6725.0,22,0
3159,2945,18291.5,6708.5,23,0
3159,2946,18345.5,6654.5,24,0
3159,2947,18368.5,6631.5,27,0
3159,2948,18312.5,6687.5,20,0
3159,2949,18261.5,6738.5,30,0
3159,2950,18229.5,6770.5,21,0
3159,2951,18157.5,6842.5,22,0
3159,2952,18033.0,6967.0,23,0
3159,2953,18134.0,6866.0,20,0
3159,2954,18117.0,6883.0,23,0
3159,2955,18016.5,6983.5,23,0
3159,2956,17899.0,7101.0,22,0
3159,2957,18120.5,6879.5,23,0
3159,2958,17896.0,7104.0,26,0
3159,2959,17969.0,7031.0,23,0
3159,2960,17921.0,7079.0,21,0
3159,2961,17957.0,7043.0,25,0
3159,2962,17884.5,7115.5,21,0
3159,2963,17942.5,7057.5,21,0
3159,2964,17889.0,7111.0,23,0
3159,2965,17810.5,7189.5,16,0
3159,2966,17778.5,7221.5,20,0
3159,2967,17858.5,7141.5,22,0
3159,2968,17812.5,7187.5,21,0
3159,2969,17731.0,7269.0,21,0
3159,2970,17836.5,7163.5,19,0
3159,2971,17708.5,7291.5,23,0
3159,2972,17596.0,7404.0,19,0
3159,2973,17591.0,7409.0,26,0
3159,2974,17617.5,7382.5,24,0
3159,2975,17535.0,7465.0,19,0
3159,2976,17433.5,7566.5,19,0
3159,2977,17466.5,7533.5,19,0
3159,2978,17576.0,7424.0,22,0
3159,2979,17540.5,7459.5,20,0
3159,2980,17471.5,7528.5,22,0
3159,2981,17470.5,7529.5,22,0
3159,2982,17294.5,7705.5,18,0
3159,2983,17275.0,7725.0,20,0
3159,2984,17463.5,7536.5,19,0
3159,2985,17479.0,7521.0,18,0
3159,2986,17318.0,7682.0,18,0
3159,2987,17156.0,7844.0,17,0
3159,2988,17318.0,7682.0,23,0
3159,2989,17258.0,7742.0,19,0
3159,2990,17178.0,7822.0,23,0
3159,2991,17227.0,7773.0,18,0
3159,2992,17207.5,7792.5,17,0
3159,2993,17045.0,7955.0,17,0
3159,2994,17131.5,7868.5,17,0
3159,2995,16979.5,8020.5,20,0
3159,2996,17051.5,7948.5,18,0
3159,2997,16971.0,8029.0,20,0
3159,2998,17000.5,7999.5,18,0
3159,2999,16984.0,8016.0,18,0
3159,3000,16862.5,8137.5,22,0
3159,3001,16936.0,8064.0,18,0
3159,3002,17043.0,7957.0,17,0
3159,3003,16898.0,8102.0,16,0
3159,3004,16974.5,8025.5,20,0
3159,3005,16864.5,8135.5,17,0
3159,3006,16770.5,8229.5,17,0
3159,3007,16710.5,8289.5,17,0
3159,3008,16764.0,8236.0,17,0
3159,3009,16617.5,8382.5,19,0
3159,3010,16742.0,8258.0,24,0
3159,3011,16809.0,8191.0,21,0
3159,3012,16672.0,8328.0,15,0
3159,3013,16583.5,8416.5,17,0
3159,3014,16589.0,8411.0,19,0
3159,3015,16568.5,8431.5,19,0
3159,3016,16538.0,8462.0,20,0
3159,3017,16647.5,8352.5,22,0
3159,3018,16580.5,8419.5,20,0
3159,3019,16456.5,8543.5,16,0
3159,3020,16474.0,8526.0,14,0
3159,3021,16367.5,8632.5,16,0
3159,3022,16332.0,8668.0,19,0
3159,3023,16449.5,8550.5,18,0
3159,3024,16311.0,8689.0,14,0
3159,3025,16370.0,8630.0,17,0
3159,3026,16212.0,8788.0,16,0
3159,3027,16241.0,8759.0,16,0
3159,3028,16297.5,8702.5,15,0
3159,3029,16184.5,8815.5,18,0
3159,3030,16049.5,8950.5,15,0
3159,3031,16094.5,8905.5,15,0
3159,3032,16023.0,8977.0,15,0
3159,3033,16130.0,8870.0,18,0
3159,3034,16126.0,8874.0,23,0
3159,3035,15872.0,9128.0,17,0
3159,3036,16003.0,8997.0,14,0
3159,3037,15820.0,9180.0,15,0
3159,3038,15907.5,9092.5,14,0
3159,3039,15796.5,9203.5,17,0
3159,3040,15876.5,9123.5,14,0
3159,3041,15795.5,9204.5,13,0
3159,3042,15823.0,9177.0,14,0
3159,3043,15727.5,9272.5,14,0
3159,3044,15668.5,9331.5,17,0
3159,3045,15738.0,9262.0,13,0
3159,3046,15767.0,9233.0,14,0
3159,3047,15779.5,9220.5,21,0
3159,3048,15741.5,9258.5,17,0
3159,3049,15626.0,9374.0,16,0
3159,3050,15550.0,9450.0,14,0
3159,3051,15418.5,9581.5,14,0
3159,3052,15554.0,9446.0,18,0
3159,3053,15589.5,9410.5,16,0
3159,3054,15565.5,9434.5,19,0
3159,3055,15409.0,9591.0,21,0
3159,3056,15457.5,9542.5,15,0
3159,3057,15241.0,9759.0,14,0
3159,3058,15359.0,9641.0,13,0
3159,3059,15418.5,9581.5,20,0
3159,3060,15320.5,9679.5,13,0
3159,3061,15336.5,9663.5,14,0
3159,3062,15219.0,9781.0,15,0
3159,3063,15210.0,9790.0,15,0
3159,3064,15270.0,9730.0,14,0
3159,3065,15184.0,9816.0,13,0
3159,3066,15116.5,9883.5,14,0
3159,3067,15112.0,9888.0,17,0
3159,3068,15136.5,9863.5,12,0
3159,3069,15015.0,9985.0,14,0
3159,3070,15075.0,9925.0,14,0
3159,3071,14785.5,10214.5,14,0
3159,3072,14871.5,10128.5,13,0
3159,3073,14973.0,10027.0,11,0
3159,3074,14795.0,10205.0,13,0
3159,3075,14955.0,10045.0,13,0
3159,3076,14882.0,10118.0,13,0
3159,3077,14906.0,10094.0,14,0
3159,3078,14788.0,10212.0,13,0
3159,3079,14790.0,10210.0,12,0
3159,3080,14800.5,10199.5,13,0
3159,3081,14713.5,10286.5,13,0
3159,3082,14790.0,10210.0,13,0
3159,3083,14761.0,10239.0,12,0
3159,3084,14650.0,10350.0,13,0
3159,3085,14539.0,10461.0,11,0
3159,3086,14624.0,10376.0,16,0
3159,3087,14560.0,10440.0,11,0
3159,3088,14568.5,10431.5,14,0
3159,3089,14441.5,10558.5,12,0
3159,3090,14535.5,10464.5,11,0
3159,3091,14444.5,10555.5,13,0
3159,3092,14488.5,10511.5,13,0
3159,3093,14417.0,10583.0,16,0
3159,3094,14469.0,10531.0,12,0
3159,3095,14560.0,10440.0,13,0
3159,3096,14238.5,10761.5,16,0
3159,3097,14295.0,10705.0,12,0
3159,3098,14287.0,10713.0,13,0
3159,3099,14280.5,10719.5,12,0
3160,2700,22773.0,2227.0,74,23
3160,2701,22636.0,2364.0,56,11
3160,2702,22668.5,2331.5,52,11
3160,2703,22640.5,2359.5,46,14
3160,2704,22693.5,2306.5,85,17
3160,2705,22624.5,2375.5,59,12
3160,2706,22627.0,2373.0,66,18
3160,2707,22681.5,2318.5,52,17
3160,2708,22582.5,2417.5,60,13
3160,2709,22671.5,2328.5,59,8
3160,2710,22568.5,2431.5,64,20
3160,2711,22600.5,2399.5,60,13
3160,2712,22537.0,2463.0,59,10
3160,2713,22564.0,2436.0,68,10
3160,2714,22570.0,2430.0,65,12
3160,2715,22509.0,2491.0,63,15
3160,2716,22635.5,2364.5,65,16
3160,2717,22528.5,2471.5,69,19
3160,2718,22569.5,2430.5,48,10
3160,2719,22424.0,2576.0,57,12
3160,2720,22496.5,2503.5,51,7
3160,2721,22480.5,2519.5,57,13
3160,2722,22531.0,2469.0,65,7
3160,2723,22438.0,2562.0,56,16
3160,2724,22456.0,2544.0,47,8
3160,2725,22482.5,2517.5,57,11
3160,2726,22393.0,2607.0,58,8
3160,2727,22375.0,2625.0,78,14
3160,2728,22259.0,2741.0,49,5
3160,2729,22435.0,2565.0,54,18
3160,2730,22403.0,2597.0,58,10
3160,2731,22382.0,2618.0,64,7
3160,2732,22260.0,2740.0,45,5
3160,2733,22310.5,2689.5,51,12
3160,2734,22359.0,2641.0,88,5
3160,2735,22360.5,2639.5,57,5
3160,2736,22301.0,2699.0,47,6
3160,2737,22311.0,2689.0,77,5
3160,2738,22229.0,2771.0,54,6
3160,2739,22324.0,2676.0,60,10
3160,2740,22165.5,2834.5,52,4
3160,2741,22200.0,2800.0,50,7
3160,2742,22200.5,2799.5,58,7
3160,2743,22133.5,2866.5,41,3
3160,2744,22081.5,2918.5,53,5
3160,2745,22103.0,2897.0,53,4
3160,2746,22189.5,2810.5,52,5
3160,2747,22094.5,2905.5,50,4
3160,2748,22079.0,2921.0,54,4
3160,2749,22046.5,2953.5,45,2
3160,2750,22019.0,2981.0,49,2
3160,2751,22052.5,2947.5,55,3
3160,2752,22115.5,2884.5,50,2
3160,2753,21944.0,3056.0,50,5
3160,2754,22037.0,2963.0,54,5
3160,2755,22003.5,2996.5,55,4
3160,2756,22008.0,2992.0,40,1
3160,2757,22009.0,2991.0,43,3
3160,2758,21958.0,3042.0,46,2
3160,2759,21951.0,3049.0,48,4
3160,2760,21913.5,3086.5,53,5
3160,2761,21964.5,3035.5,49,5
3160,2762,21814.5,3185.5,38,0
3160,2763,21846.5,3153.5,43,5
3160,2764,21865.5,3134.5,49,3
3160,2765,21818.0,3182.0,46,1
3160,2766,21873.5,3126.5,55,1
3160,2767,21846.5,3153.5,62,7
3160,2768,21943.0,3057.0,68,7
3160,2769,21825.5,3174.5,47,4
3160,2770,21811.5,3188.5,55,6
3160,2771,21812.5,3187.5,44,2
3160,2772,21752.0,3248.0,64,6
3160,2773,21745.5,3254.5,42,3
3160,2774,21730.5,3269.5,41,1
3160,2775,21707.5,3292.5,44,1
3160,2776,21670.0,3330.0,42,1
3160,2777,21644.5,3355.5,44,1
3160,2778,21691.5,3308.5,38,0
3160,2779,21719.0,3281.0,42,2
3160,2780,21679.5,3320.5,46,2
3160,2781,21607.0,3393.0,46,1
3160,2782,21600.5,3399.5,49,2
3160,2783,21588.5,3411.5,37,0
3160,2784,21657.0,3343.0,46,2
3160,2785,21508.0,3492.0,50,4
3160,2786,21533.0,3467.0,45,1
3160,2787,21548.0,3452.0,39,0
3160,2788,21490.0,3510.0,38,0
3160,2789,21530.5,3469.5,46,3
3160,2790,21569.0,3431.0,44,1
3160,2791,21477.0,3523.0,44,2
3160,2792,21447.5,3552.5,35,0
3160,2793,21446.5,3553.5,40,1
3160,2794,21416.0,3584.0,38,0
3160,2795,21362.0,3638.0,40,2
3160,2796,21403.5,3596.5,45,1
3160,2797,21368.5,3631.5,45,1
3160,2798,21300.5,3699.5,40,2
3160,2799,21368.5,3631.5,38,0
3160,2800,21381.5,3618.5,40,1
3160,2801,21254.0,3746.0,39,0
3160,2802,21374.5,3625.5,37,0
3160,2803,21288.0,3712.0,44,2
3160,2804,21199.5,3800.5,43,1
3160,2805,21275.0,3725.0,44,2
3160,2806,21176.0,3824.0,46,1
3160,2807,21287.5,3712.5,50,1
3160,2808,21225.5,3774.5,39,0
3160,2809,21200.5,3799.5,53,2
3160,2810,21157.0,3843.0,34,0
3160,2811,21078.5,3921.5,40,1
3160,2812,21159.0,3841.0,40,1
3160,2813,21003.0,3997.0,44,1
3160,2814,21067.0,3933.0,42,1
3160,2815,21199.5,3800.5,40,1
3160,2816,21042.5,3957.5,37,0
3160,2817,20926.5,4073.5,29,0
3160,2818,21061.5,3938.5,32,0
3160,2819,20990.0,4010.0,45,1
3160,2820,20994.5,4005.5,43,1
3160,2821,20974.0,4026.0,40,1
3160,2822,20965.5,4034.5,36,0
3160,2823,21058.0,3942.0,50,1
3160,2824,20963.5,4036.5,40,1
3160,2825,20884.0,4116.0,38,0
3160,2826,20886.0,4114.0,61,2
3160,2827,20893.0,4107.0,33,0
3160,2828,20832.0,4168.0,32,0
3160,2829,20927.5,4072.5,38,0
3160,2830,20851.5,4148.5,45,1
3160,2831,20763.0,4237.0,34,0
3160,2832,20833.5,4166.5,35,0
3160,2833,20786.0,4214.0,35,0
3160,2834,20820.5,4179.5,36,0
3160,2835,20705.0,4295.0,29,0
3160,2836,20626.5,4373.5,34,0
3160,2837,20624.5,4375.5,35,0
3160,2838,20637.5,4362.5,33,0
3160,2839,20649.0,4351.0,36,0
3160,2840,20669.0,4331.0,37,0
3160,2841,20664.0,4336.0,29,0
3160,2842,20580.5,4419.5,28,0
3160,2843,20629.0,4371.0,40,1
3160,2844,20464.0,4536.0,32,0
3160,2845,20559.5,4440.5,31,0
3160,2846,20421.0,4579.0,38,0
3160,2847,20492.0,4508.0,32,0
3160,2848,20465.5,4534.5,28,0
3160,2849,20451.5,4548.5,39,0
3160,2850,20446.5,4553.5,35,0
3160,2851,20459.5,4540.5,34,0
3160,2852,20425.5,4574.5,39,0
3160,2853,20309.0,4691.0,31,0
3160,2854,20295.5,4704.5,33,0
3160,2855,20246.5,4753.5,35,0
3160,2856,20342.0,4658.0,40,1
3160,2857,20379.5,4620.5,31,0
3160,2858,20285.0,4715.0,26,0
3160,2859,20227.0,4773.0,32,0
3160,2860,20258.0,4742.0,31,0
3160,2861,20249.5,4750.5,35,0
3160,2862,20167.0,4833.0,29,0
3160,2863,20158.5,4841.5,26,0
3160,2864,20198.0,4802.0,25,0
3160,2865,20082.5,4917.5,29,0
3160,2866,20090.0,4910.0,33,0
3160,2867,20185.5,4814.5,36,0
3160,2868,20072.5,4927.5,36,0
3160,2869,20024.5,4975.5,28,0
3160,2870,20107.0,4893.0,26,0
3160,2871,19977.5,5022.5,24,0
3160,2872,20027.5,4972.5,33,0
3160,2873,20034.0,4966.0,27,0
3160,2874,19907.0,5093.0,25,0
3160,2875,19990.0,5010.0,32,0
3160,2876,19968.0,5032.0,33,0
3160,2877,19954.0,5046.0,27,0
3160,2878,19889.0,5111.0,27,0
3160,2879,19772.0,5228.0,32,0
3160,2880,19808.5,5191.5,24,0
3160,2881,19876.0,5124.0,34,0
3160,2882,19768.0,5232.0,25,0
3160,2883,19804.5,5195.5,28,0
3160,2884,19705.0,5295.0,28,0
3160,2885,19798.5,5201.5,39,0
3160,2886,19622.5,5377.5,32,0
3160,2887,19649.5,5350.5,25,0
3160,2888,19703.5,5296.5,26,0
3160,2889,19629.5,5370.5,26,0
3160,2890,19640.5,5359.5,28,0
3160,2891,19531.0,5469.0,27,0
3160,2892,19665.0,5335.0,25,0
3160,2893,19604.0,5396.0,27,0
3160,2894,19482.5,5517.5,28,0
3160,2895,19568.5,5431.5,28,0
3160,2896,19493.0,5507.0,25,0
3160,2897,19510.5,5489.5,31,0
3160,2898,19471.5,5528.5,24,0
3160,2899,19459.0,5541.0,28,0
3160,2900,19396.5,5603.5,30,0
3160,2901,19448.0,5552.0,29,0
3160,2902,19433.5,5566.5,27,0
3160,2903,19399.0,5601.0,24,0
3160,2904,19360.5,5639.5,25,0
3160,2905,19227.5,5772.5,24,0
3160,2906,19230.5,5769.5,27,0
3160,2907,19229.5,5770.5,27,0
3160,2908,19148.0,5852.0,20,0
3160,2909,19294.5,5705.5,37,0
3160,2910,19129.5,5870.5,27,0
3160,2911,19068.5,5931.5,26,0
3160,2912,19061.0,5939.0,26,0
3160,2913,19105.0,5895.0,23,0
3160,2914,19074.0,5926.0,24,0
3160,2915,19014.5,5985.5,22,0
3160,2916,19208.5,5791.5,30,0
3160,2917,19034.0,5966.0,23,0
3160,2918,18914.0,6086.0,25,0
3160,2919,18946.5,6053.5,26,0
3160,2920,18924.0,6076.0,20,0
3160,2921,18887.0,6113.0,36,0
3160,2922,18878.0,6122.0,24,0
3160,2923,18863.5,6136.5,30,0
3160,2924,18805.0,6195.0,23,0
3160,2925,18777.5,6222.5,22,0
3160,2926,18848.0,6152.0,21,0
3160,2927,18700.5,6299.5,25,0
3160,2928,18760.5,6239.5,25,0
3160,2929,18693.0,6307.0,29,0
3160,2930,18705.0,6295.0,21,0
3160,2931,18639.5,6360.5,23,0
3160,2932,18658.0,6342.0,25,0
3160,2933,18692.0,6308.0,22,0
3160,2934,18681.5,6318.5,25,0
3160,2935,18609.0,6391.0,26,0
3160,2936,18706.0,6294.0,26,0
3160,2937,18563.0,6437.0,19,0
3160,2938,18589.0,6411.0,23,0
3160,2939,18616.0,6384.0,22,0
3160,2940,18529.0,6471.0,27,0
3160,2941,18444.5,6555.5,21,0
3160,2942,18305.5,6694.5,24,0
3160,2943,18432.0,6568.0,28,0
3160,2944,18528.5,6471.5,26,0
3160,2945,18350.0,6650.0,20,0
3160,2946,18265.5,6734.5,19,0
3160,2947,18386.5,6613.5,21,0
3160,2948,18415.0,6585.0,21,0
3160,2949,18246.0,6754.0,27,0
3160,2950,18263.0,6737.0,20,0
3160,2951,18166.5,6833.5,28,0
3160,2952,18260.0,6740.0,19,0
3160,2953,18177.5,6822.5,24,0
3160,2954,18175.0,6825.0,21,0
3160,2955,18207.0,6793.0,20,0
3160,2956,18149.0,6851.0,21,0
3160,2957,18037.0,6963.0,20,0
3160,2958,18077.0,6923.0,24,0
3160,2959,18009.0,6991.0,26,0
3160,2960,18046.0,6954.0,22,0
3160,2961,18060.5,6939.5,20,0
3160,2962,17925.5,7074.5,20,0
3160,2963,17902.5,7097.5,24,0
3160,2964,17820.5,7179.5,18,0
3160,2965,17848.0,7152.0,19,0
3160,2966,17769.5,7230.5,20,0
3160,2967,17827.0,7173.0,20,0
3160,2968,17808.5,7191.5,18,0
3160,2969,17772.0,7228.0,20,0
3160,2970,17729.5,7270.5,17,0
3160,2971,17722.0,7278.0,24,0
3160,2972,17709.5,7290.5,21,0
3160,2973,17634.5,7365.5,18,0
3160,2974,17613.5,7386.5,23,0
3160,2975,17558.0,7442.0,18,0
3160,2976,17647.0,7353.0,21,0
3160,2977,17436.5,7563.5,24,0
3160,2978,17551.5,7448.5,21,0
3160,2979,17513.5,7486.5,19,0
3160,2980,17525.0,7475.0,25,0
3160,2981,17444.0,7556.0,20,0
3160,2982,17373.0,7627.0,17,0
3160,2983,17344.0,7656.0,20,0
3160,2984,17383.5,7616.5,19,0
3160,2985,17353.5,7646.5,18,0
3160,2986,17281.0,7719.0,22,0
3160,2987,17351.5,7648.5,18,0
