Hikaru ELO,Anonymous GM ELO,Hikaru Score,Anonymous GM Score,Hikaru Biggest Win Streak,Number of 40 Win Streaks
3150,2788,21408.5,3591.5,41,1
3150,2789,21459.0,3541.0,39,0
3150,2790,21336.5,3663.5,40,1
3150,2791,21351.0,3649.0,35,0
3150,2792,21395.0,3605.0,51,1
3150,2793,21215.0,3785.0,37,0
3150,2794,21319.5,3680.5,45,1
3150,2795,21259.0,3741.0,41,1
3150,2796,21231.0,3769.0,34,0
3150,2797,21219.0,3781.0,41,1
3150,2798,21206.0,3794.0,43,1
3150,2799,21107.5,3892.5,37,0
3150,2800,21156.0,3844.0,37,0
3150,2801,21244.0,3756.0,37,0
3150,2802,21091.5,3908.5,36,0
3150,2803,21068.0,3932.0,35,0
3150,2804,21077.5,3922.5,43,2
3150,2805,21091.5,3908.5,43,1
3150,2806,21032.0,3968.0,42,1
3150,2807,21056.5,3943.5,35,0
3150,2808,20921.5,4078.5,31,0
3150,2809,21097.5,3902.5,39,0
3150,2810,21010.5,3989.5,41,1
3150,2811,20859.0,4141.0,43,1
3150,2812,20966.5,4033.5,37,0
3150,2813,21003.0,3997.0,42,2
3150,2814,20920.5,4079.5,30,0
3150,2815,20814.0,4186.0,43,1
3150,2816,20964.0,4036.0,35,0
3150,2817,20832.0,4168.0,44,1
3150,2818,20918.0,4082.0,36,0
3150,2819,20827.0,4173.0,44,1
3150,2820,20811.5,4188.5,42,1
3150,2821,20720.0,4280.0,31,0
3150,2822,20802.5,4197.5,36,0
3150,2823,20678.0,4322.0,40,1
3150,2824,20766.5,4233.5,46,2
3150,2825,20716.5,4283.5,31,0
3150,2826,20739.5,4260.5,31,0
3150,2827,20742.5,4257.5,51,1
3150,2828,20664.0,4336.0,32,0
3150,2829,20685.0,4315.0,30,0
3150,2830,20572.5,4427.5,31,0
3150,2831,20631.0,4369.0,31,0
3150,2832,20572.0,4428.0,31,0
3150,2833,20422.0,4578.0,33,0
3150,2834,20534.5,4465.5,30,0
3150,2835,20530.0,4470.0,33,0
3150,2836,20563.0,4437.0,31,0
3150,2837,20484.5,4515.5,28,0
3150,2838,20530.0,4470.0,31,0
3150,2839,20408.0,4592.0,31,0
3150,2840,20492.0,4508.0,35,0
3150,2841,20428.5,4571.5,37,0
3150,2842,20551.0,4449.0,30,0
3150,2843,20279.5,4720.5,28,0
3150,2844,20309.0,4691.0,28,0
3150,2845,20322.5,4677.5,31,0
3150,2846,20308.0,4692.0,28,0
3150,2847,20263.0,4737.0,36,0
3150,2848,20302.0,4698.0,28,0
3150,2849,20250.0,4750.0,38,0
3150,2850,20271.0,4729.0,37,0
3150,2851,20147.5,4852.5,34,0
3150,2852,20207.0,4793.0,29,0
3150,2853,20176.5,4823.5,30,0
3150,2854,20094.0,4906.0,25,0
3150,2855,20063.0,4937.0,29,0
3150,2856,20176.0,4824.0,40,1
3150,2857,20056.0,4944.0,34,0
3150,2858,20090.0,4910.0,34,0
3150,2859,20003.5,4996.5,29,0
3150,2860,20058.5,4941.5,33,0
3150,2861,20009.0,4991.0,34,0
3150,2862,19877.5,5122.5,43,1
3150,2863,19965.0,5035.0,27,0
3150,2864,19953.5,5046.5,33,0
3150,2865,20013.5,4986.5,28,0
3150,2866,19847.0,5153.0,30,0
3150,2867,19922.0,5078.0,28,0
3150,2868,19998.5,5001.5,27,0
3150,2869,19753.0,5247.0,30,0
3150,2870,19837.0,5163.0,28,0
3150,2871,19835.0,5165.0,34,0
3150,2872,19746.5,5253.5,34,0
3150,2873,19677.0,5323.0,29,0
3150,2874,19662.0,5338.0,30,0
3150,2875,19765.5,5234.5,22,0
3150,2876,19845.5,5154.5,24,0
3150,2877,19618.0,5382.0,37,0
3150,2878,19617.5,5382.5,31,0
3150,2879,19537.0,5463.0,24,0
3150,2880,19623.0,5377.0,26,0
3150,2881,19561.0,5439.0,26,0
3150,2882,19476.0,5524.0,25,0
3150,2883,19531.0,5469.0,29,0
3150,2884,19460.0,5540.0,35,0
3150,2885,19458.0,5542.0,27,0
3150,2886,19510.5,5489.5,27,0
3150,2887,19408.0,5592.0,24,0
3150,2888,19351.5,5648.5,24,0
3150,2889,19262.5,5737.5,31,0
3150,2890,19482.0,5518.0,25,0
3150,2891,19395.5,5604.5,29,0
3150,2892,19357.5,5642.5,24,0
3150,2893,19369.5,5630.5,21,0
3150,2894,19277.0,5723.0,31,0
3150,2895,19239.5,5760.5,22,0
3150,2896,19200.5,5799.5,25,0
3150,2897,19330.5,5669.5,26,0
3150,2898,19140.0,5860.0,24,0
3150,2899,19272.5,5727.5,31,0
3150,2900,19179.0,5821.0,25,0
3150,2901,19200.5,5799.5,21,0
3150,2902,19051.5,5948.5,23,0
3150,2903,19180.5,5819.5,25,0
3150,2904,19005.5,5994.5,27,0
3150,2905,18992.0,6008.0,23,0
3150,2906,19093.5,5906.5,30,0
3150,2907,19156.5,5843.5,26,0
3150,2908,19052.5,5947.5,24,0
3150,2909,18940.5,6059.5,27,0
3150,2910,18880.0,6120.0,25,0
3150,2911,18970.0,6030.0,22,0
3150,2912,18962.0,6038.0,29,0
3150,2913,18860.0,6140.0,50,1
3150,2914,18989.5,6010.5,26,0
3150,2915,18746.0,6254.0,28,0
3150,2916,18750.5,6249.5,25,0
3150,2917,18922.5,6077.5,22,0
3150,2918,18792.5,6207.5,27,0
3150,2919,18673.5,6326.5,22,0
3150,2920,18728.0,6272.0,19,0
3150,2921,18558.5,6441.5,30,0
3150,2922,18586.5,6413.5,23,0
3150,2923,18527.0,6473.0,21,0
3150,2924,18622.0,6378.0,19,0
3150,2925,18522.0,6478.0,24,0
3150,2926,18408.0,6592.0,26,0
3150,2927,18488.0,6512.0,24,0
3150,2928,18557.5,6442.5,21,0
3150,2929,18542.5,6457.5,23,0
3150,2930,18374.5,6625.5,20,0
3150,2931,18485.5,6514.5,24,0
3150,2932,18510.0,6490.0,22,0
3150,2933,18429.0,6571.0,22,0
3150,2934,18395.0,6605.0,22,0
3150,2935,18299.0,6701.0,24,0
3150,2936,18342.5,6657.5,22,0
3150,2937,18268.5,6731.5,17,0
3150,2938,18348.0,6652.0,23,0
3150,2939,18240.0,6760.0,23,0
3150,2940,18296.0,6704.0,26,0
3150,2941,18239.0,6761.0,23,0
3150,2942,18180.5,6819.5,22,0
3150,2943,18233.0,6767.0,26,0
3150,2944,18153.5,6846.5,22,0
3150,2945,18019.0,6981.0,19,0
3150,2946,18047.5,6952.5,20,0
3150,2947,18047.5,6952.5,21,0
3150,2948,18117.5,6882.5,20,0
3150,2949,18025.0,6975.0,22,0
3150,2950,18005.5,6994.5,20,0
3150,2951,18001.5,6998.5,23,0
3150,2952,17971.5,7028.5,21,0
3150,2953,17918.0,7082.0,18,0
3150,2954,17902.0,7098.0,22,0
3150,2955,17801.5,7198.5,18,0
3150,2956,17719.5,7280.5,17,0
3150,2957,17898.5,7101.5,22,0
3150,2958,17918.5,7081.5,20,0
3150,2959,17677.5,7322.5,25,0
3150,2960,17860.0,7140.0,17,0
3150,2961,17601.0,7399.0,26,0
3150,2962,17789.5,7210.5,21,0
3150,2963,17617.0,7383.0,23,0
3150,2964,17573.0,7427.0,21,0
3150,2965,17495.0,7505.0,23,0
3150,2966,17526.5,7473.5,18,0
3150,2967,17592.0,7408.0,25,0
3150,2968,17597.5,7402.5,22,0
3150,2969,17452.0,7548.0,19,0
3150,2970,17575.0,7425.0,18,0
3150,2971,17533.0,7467.0,27,0
3150,2972,17422.5,7577.5,20,0
3150,2973,17420.5,7579.5,21,0
3150,2974,17460.5,7539.5,20,0
3150,2975,17385.5,7614.5,19,0
3150,2976,17315.0,7685.0,19,0
3150,2977,17202.0,7798.0,25,0
3150,2978,17200.5,7799.5,21,0
3150,2979,17325.0,7675.0,20,0
3150,2980,17298.5,7701.5,21,0
3150,2981,17194.0,7806.0,18,0
3150,2982,17133.0,7867.0,21,0
3150,2983,17164.0,7836.0,18,0
3150,2984,17131.0,7869.0,18,0
3150,2985,17169.0,7831.0,18,0
3150,2986,17024.0,7976.0,15,0
3150,2987,16990.0,8010.0,18,0
3150,2988,17047.5,7952.5,16,0
3150,2989,16973.0,8027.0,16,0
3150,2990,16859.0,8141.0,19,0
3150,2991,16952.0,8048.0,17,0
3150,2992,16919.5,8080.5,18,0
3150,2993,16920.5,8079.5,21,0
3150,2994,16887.0,8113.0,21,0
3150,2995,16812.0,8188.0,19,0
3150,2996,16871.5,8128.5,14,0
3150,2997,16820.0,8180.0,16,0
3150,2998,16696.5,8303.5,18,0
3150,2999,16803.0,8197.0,24,0
3150,3000,16741.5,8258.5,20,0
3150,3001,16652.0,8348.0,20,0
3150,3002,16641.5,8358.5,18,0
3150,3003,16536.5,8463.5,16,0
3150,3004,16614.5,8385.5,19,0
3150,3005,16540.5,8459.5,14,0
3150,3006,16689.5,8310.5,19,0
3150,3007,16592.0,8408.0,16,0
3150,3008,16539.5,8460.5,15,0
3150,3009,16587.5,8412.5,19,0
3150,3010,16435.5,8564.5,14,0
3150,3011,16344.5,8655.5,16,0
3150,3012,16419.5,8580.5,19,0
3150,3013,16456.0,8544.0,18,0
3150,3014,16374.5,8625.5,17,0
3150,3015,16367.5,8632.5,16,0
3150,3016,16201.0,8799.0,19,0
3150,3017,16278.0,8722.0,16,0
3150,3018,16195.0,8805.0,14,0
3150,3019,16266.5,8733.5,23,0
3150,3020,16213.5,8786.5,15,0
3150,3021,16245.5,8754.5,19,0
3150,3022,16135.5,8864.5,18,0
3150,3023,16072.5,8927.5,15,0
3150,3024,15879.0,9121.0,15,0
3150,3025,16087.5,8912.5,17,0
3150,3026,16089.0,8911.0,16,0
3150,3027,15839.5,9160.5,15,0
3150,3028,15959.0,9041.0,15,0
3150,3029,15874.5,9125.5,20,0
3150,3030,15880.0,9120.0,14,0
3150,3031,15844.5,9155.5,18,0
3150,3032,15884.5,9115.5,15,0
3150,3033,15803.0,9197.0,17,0
3150,3034,15856.0,9144.0,20,0
3150,3035,15808.0,9192.0,15,0
3150,3036,15634.5,9365.5,15,0
3150,3037,15855.5,9144.5,17,0
3150,3038,15679.0,9321.0,17,0
3150,3039,15530.5,9469.5,14,0
3150,3040,15551.0,9449.0,15,0
3150,3041,15491.0,9509.0,14,0
3150,3042,15586.5,9413.5,16,0
3150,3043,15488.0,9512.0,15,0
3150,3044,15503.5,9496.5,14,0
3150,3045,15513.0,9487.0,23,0
3150,3046,15625.0,9375.0,17,0
3150,3047,15294.0,9706.0,14,0
3150,3048,15328.5,9671.5,15,0
3150,3049,15450.5,9549.5,13,0
3150,3050,15451.5,9548.5,13,0
3150,3051,15298.0,9702.0,15,0
3150,3052,15238.0,9762.0,15,0
3150,3053,15280.5,9719.5,14,0
3150,3054,15254.5,9745.5,16,0
3150,3055,15361.5,9638.5,12,0
3150,3056,15125.0,9875.0,13,0
3150,3057,15384.0,9616.0,15,0
3150,3058,15170.5,9829.5,12,0
3150,3059,15165.0,9835.0,12,0
3150,3060,15040.5,9959.5,13,0
3150,3061,15067.5,9932.5,13,0
3150,3062,15043.5,9956.5,14,0
3150,3063,14926.5,10073.5,13,0
3150,3064,15108.0,9892.0,18,0
3150,3065,14852.0,10148.0,12,0
3150,3066,14988.0,10012.0,13,0
3150,3067,14956.5,10043.5,14,0
3150,3068,14763.5,10236.5,20,0
3150,3069,14751.5,10248.5,13,0
3150,3070,14783.5,10216.5,13,0
3150,3071,14730.0,10270.0,15,0
3150,3072,14733.0,10267.0,14,0
3150,3073,14754.0,10246.0,14,0
3150,3074,14545.5,10454.5,10,0
3150,3075,14599.5,10400.5,14,0
3150,3076,14583.0,10417.0,15,0
3150,3077,14557.0,10443.0,13,0
3150,3078,14525.5,10474.5,12,0
3150,3079,14556.0,10444.0,11,0
3150,3080,14439.0,10561.0,14,0
3150,3081,14417.5,10582.5,16,0
3150,3082,14400.5,10599.5,12,0
3150,3083,14411.0,10589.0,10,0
3150,3084,14416.5,10583.5,11,0
3150,3085,14271.5,10728.5,14,0
3150,3086,14229.5,10770.5,14,0
3150,3087,14355.0,10645.0,12,0
3150,3088,14289.0,10711.0,12,0
3150,3089,14195.5,10804.5,13,0
3150,3090,14290.0,10710.0,11,0
3150,3091,14194.5,10805.5,13,0
3150,3092,14281.5,10718.5,13,0
3150,3093,13978.0,11022.0,14,0
3150,3094,14004.0,10996.0,11,0
3150,3095,14054.0,10946.0,14,0
3150,3096,13915.5,11084.5,11,0
3150,3097,14134.5,10865.5,11,0
3150,3098,13904.5,11095.5,11,0
3150,3099,14019.5,10980.5,15,0
3151,2700,22639.5,2360.5,96,15
3151,2701,22601.0,2399.0,77,15
3151,2702,22655.5,2344.5,64,11
3151,2703,22526.5,2473.5,50,9
3151,2704,22514.0,2486.0,60,9
3151,2705,22597.5,2402.5,69,20
3151,2706,22603.5,2396.5,72,12
3151,2707,22510.0,2490.0,72,16
3151,2708,22463.0,2537.0,64,6
3151,2709,22489.0,2511.0,66,12
3151,2710,22494.5,2505.5,55,8
3151,2711,22514.5,2485.5,54,9
3151,2712,22430.0,2570.0,58,10
3151,2713,22436.5,2563.5,47,4
3151,2714,22412.0,2588.0,53,6
3151,2715,22449.0,2551.0,54,12
3151,2716,22452.0,2548.0,69,11
3151,2717,22415.5,2584.5,56,12
3151,2718,22312.0,2688.0,52,7
3151,2719,22393.5,2606.5,58,10
3151,2720,22404.5,2595.5,56,8
3151,2721,22396.0,2604.0,57,7
3151,2722,22325.5,2674.5,62,9
3151,2723,22368.0,2632.0,60,7
3151,2724,22342.0,2658.0,65,4
3151,2725,22313.5,2686.5,73,9
3151,2726,22333.0,2667.0,52,4
3151,2727,22289.5,2710.5,67,10
3151,2728,22258.0,2742.0,49,6
3151,2729,22297.0,2703.0,46,11
3151,2730,22310.5,2689.5,55,9
3151,2731,22200.0,2800.0,51,5
3151,2732,22188.0,2812.0,49,6
3151,2733,22135.5,2864.5,57,5
3151,2734,22201.0,2799.0,52,5
3151,2735,22170.0,2830.0,53,7
3151,2736,22195.0,2805.0,73,6
3151,2737,22235.0,2765.0,66,8
3151,2738,22123.0,2877.0,48,4
3151,2739,22164.0,2836.0,56,12
3151,2740,22009.5,2990.5,59,5
3151,2741,22070.5,2929.5,52,5
3151,2742,22065.0,2935.0,50,3
3151,2743,22000.5,2999.5,57,2
3151,2744,22017.0,2983.0,43,4
3151,2745,22085.5,2914.5,52,6
3151,2746,21976.0,3024.0,51,3
3151,2747,21881.0,3119.0,58,2
3151,2748,22051.0,2949.0,59,3
3151,2749,22005.0,2995.0,63,7
3151,2750,21940.0,3060.0,63,3
3151,2751,21948.5,3051.5,43,2
3151,2752,21897.5,3102.5,51,6
3151,2753,21938.5,3061.5,51,4
3151,2754,21919.0,3081.0,57,3
3151,2755,21837.5,3162.5,52,4
3151,2756,21963.0,3037.0,63,6
3151,2757,21751.5,3248.5,53,2
3151,2758,21916.5,3083.5,41,1
3151,2759,21707.0,3293.0,49,6
3151,2760,21861.5,3138.5,53,4
3151,2761,21744.0,3256.0,49,1
3151,2762,21796.5,3203.5,49,1
3151,2763,21802.0,3198.0,46,3
3151,2764,21872.0,3128.0,50,3
3151,2765,21777.5,3222.5,44,1
3151,2766,21745.5,3254.5,52,4
3151,2767,21708.5,3291.5,42,1
3151,2768,21743.5,3256.5,40,1
3151,2769,21656.0,3344.0,36,0
3151,2770,21591.5,3408.5,50,4
3151,2771,21709.5,3290.5,55,1
3151,2772,21593.5,3406.5,42,1
3151,2773,21564.5,3435.5,41,2
3151,2774,21578.5,3421.5,52,4
3151,2775,21494.0,3506.0,43,1
3151,2776,21567.5,3432.5,50,2
3151,2777,21544.0,3456.0,35,0
3151,2778,21434.5,3565.5,44,2
3151,2779,21493.5,3506.5,44,1
3151,2780,21602.0,3398.0,43,2
3151,2781,21491.0,3509.0,45,1
3151,2782,21523.0,3477.0,46,1
3151,2783,21453.5,3546.5,39,0
3151,2784,21477.5,3522.5,35,0
3151,2785,21454.0,3546.0,52,4
3151,2786,21418.5,3581.5,46,2
3151,2787,21473.0,3527.0,36,0
3151,2788,21429.5,3570.5,40,1
3151,2789,21358.5,3641.5,47,1
3151,2790,21268.5,3731.5,38,0
3151,2791,21312.0,3688.0,47,3
3151,2792,21270.5,3729.5,37,0
3151,2793,21205.5,3794.5,42,2
3151,2794,21322.0,3678.0,48,1
3151,2795,21161.0,3839.0,36,0
3151,2796,21250.0,3750.0,39,0
3151,2797,21229.0,3771.0,37,0
3151,2798,21224.0,3776.0,37,0
3151,2799,21241.5,3758.5,41,2
3151,2800,21181.0,3819.0,38,0
3151,2801,21218.5,3781.5,37,0
3151,2802,21168.0,3832.0,69,1
3151,2803,21154.0,3846.0,32,0
3151,2804,21048.5,3951.5,44,1
3151,2805,21073.0,3927.0,40,1
3151,2806,21050.0,3950.0,41,1
3151,2807,21017.0,3983.0,46,1
3151,2808,21070.0,3930.0,42,1
3151,2809,21033.5,3966.5,36,0
3151,2810,21138.5,3861.5,32,0
3151,2811,21037.0,3963.0,41,1
3151,2812,21010.0,3990.0,40,1
3151,2813,20972.5,4027.5,47,2
3151,2814,20870.5,4129.5,33,0
3151,2815,20897.5,4102.5,33,0
3151,2816,20763.5,4236.5,34,0
3151,2817,20832.0,4168.0,41,1
3151,2818,20896.0,4104.0,41,1
3151,2819,20750.5,4249.5,34,0
3151,2820,20845.0,4155.0,35,0
3151,2821,20801.0,4199.0,39,0
3151,2822,20791.5,4208.5,29,0
3151,2823,20792.0,4208.0,51,1
3151,2824,20667.5,4332.5,41,1
3151,2825,20727.0,4273.0,35,0
3151,2826,20697.0,4303.0,33,0
3151,2827,20699.5,4300.5,31,0
3151,2828,20549.5,4450.5,34,0
3151,2829,20649.5,4350.5,30,0
3151,2830,20615.5,4384.5,31,0
3151,2831,20535.0,4465.0,35,0
3151,2832,20620.5,4379.5,33,0
3151,2833,20552.5,4447.5,44,2
3151,2834,20502.0,4498.0,32,0
3151,2835,20618.5,4381.5,44,2
3151,2836,20411.0,4589.0,32,0
3151,2837,20606.0,4394.0,40,1
3151,2838,20458.0,4542.0,34,0
3151,2839,20353.5,4646.5,27,0
3151,2840,20430.0,4570.0,30,0
3151,2841,20356.5,4643.5,26,0
3151,2842,20395.5,4604.5,32,0
3151,2843,20355.5,4644.5,27,0
3151,2844,20395.5,4604.5,39,0
3151,2845,20288.0,4712.0,28,0
3151,2846,20338.0,4662.0,37,0
3151,2847,20319.5,4680.5,29,0
3151,2848,20187.5,4812.5,27,0
3151,2849,20179.5,4820.5,29,0
3151,2850,20286.5,4713.5,40,1
3151,2851,20263.5,4736.5,37,0
3151,2852,20098.0,4902.0,31,0
3151,2853,20117.0,4883.0,36,0
3151,2854,20212.0,4788.0,37,0
3151,2855,20111.5,4888.5,34,0
3151,2856,20189.0,4811.0,37,0
3151,2857,20095.5,4904.5,32,0
3151,2858,20123.5,4876.5,33,0
3151,2859,20079.0,4921.0,27,0
3151,2860,19945.0,5055.0,35,0
3151,2861,20141.5,4858.5,39,0
3151,2862,20087.0,4913.0,31,0
3151,2863,20052.0,4948.0,26,0
3151,2864,19912.0,5088.0,25,0
3151,2865,19983.5,5016.5,30,0
3151,2866,20012.5,4987.5,31,0
3151,2867,19863.5,5136.5,23,0
3151,2868,19824.5,5175.5,34,0
3151,2869,19905.5,5094.5,30,0
3151,2870,20029.0,4971.0,33,0
3151,2871,19938.0,5062.0,26,0
3151,2872,19855.5,5144.5,30,0
3151,2873,19848.0,5152.0,29,0
3151,2874,19715.0,5285.0,29,0
3151,2875,19658.0,5342.0,32,0
3151,2876,19603.5,5396.5,27,0
3151,2877,19671.0,5329.0,28,0
3151,2878,19704.0,5296.0,26,0
3151,2879,19646.0,5354.0,27,0
3151,2880,19630.5,5369.5,25,0
3151,2881,19624.5,5375.5,29,0
3151,2882,19674.5,5325.5,25,0
3151,2883,19549.5,5450.5,29,0
3151,2884,19559.0,5441.0,28,0
3151,2885,19580.5,5419.5,27,0
3151,2886,19587.5,5412.5,38,0
3151,2887,19428.5,5571.5,25,0
3151,2888,19515.0,5485.0,24,0
3151,2889,19409.0,5591.0,25,0
3151,2890,19404.0,5596.0,23,0
3151,2891,19260.0,5740.0,24,0
3151,2892,19448.0,5552.0,24,0
3151,2893,19338.0,5662.0,25,0
3151,2894,19413.0,5587.0,28,0
3151,2895,19334.0,5666.0,32,0
3151,2896,19209.0,5791.0,33,0
3151,2897,19151.5,5848.5,29,0
3151,2898,19239.5,5760.5,26,0
3151,2899,19086.5,5913.5,27,0
3151,2900,19128.0,5872.0,26,0
3151,2901,19167.5,5832.5,22,0
3151,2902,19224.5,5775.5,23,0
3151,2903,19086.0,5914.0,31,0
3151,2904,19106.0,5894.0,26,0
3151,2905,19008.5,5991.5,25,0
3151,2906,19015.5,5984.5,27,0
3151,2907,19047.0,5953.0,21,0
3151,2908,19104.5,5895.5,24,0
3151,2909,19126.0,5874.0,39,0
3151,2910,18988.5,6011.5,22,0
3151,2911,19080.5,5919.5,26,0
3151,2912,18881.0,6119.0,22,0
3151,2913,18865.0,6135.0,20,0
3151,2914,18986.0,6014.0,23,0
3151,2915,18997.0,6003.0,23,0
3151,2916,18797.0,6203.0,28,0
3151,2917,18706.0,6294.0,28,0
3151,2918,18725.5,6274.5,20,0
3151,2919,18822.0,6178.0,22,0
3151,2920,18579.5,6420.5,24,0
3151,2921,18733.0,6267.0,21,0
3151,2922,18660.5,6339.5,23,0
3151,2923,18670.0,6330.0,17,0
3151,2924,18712.0,6288.0,22,0
3151,2925,18652.0,6348.0,21,0
3151,2926,18567.0,6433.0,20,0
3151,2927,18716.5,6283.5,24,0
3151,2928,18546.0,6454.0,25,0
3151,2929,18547.5,6452.5,19,0
3151,2930,18437.5,6562.5,22,0
3151,2931,18522.0,6478.0,23,0
3151,2932,18412.5,6587.5,22,0
3151,2933,18421.0,6579.0,23,0
3151,2934,18448.5,6551.5,26,0
3151,2935,18462.5,6537.5,23,0
3151,2936,18246.0,6754.0,19,0
3151,2937,18198.5,6801.5,21,0
3151,2938,18396.5,6603.5,21,0
3151,2939,18246.0,6754.0,30,0
3151,2940,18290.0,6710.0,28,0
3151,2941,18219.0,6781.0,23,0
3151,2942,18275.5,6724.5,21,0
3151,2943,18210.5,6789.5,21,0
3151,2944,18203.0,6797.0,18,0
3151,2945,18107.5,6892.5,24,0
3151,2946,18088.5,6911.5,22,0
3151,2947,18018.5,6981.5,21,0
3151,2948,17921.0,7079.0,17,0
3151,2949,18156.0,6844.0,20,0
3151,2950,17847.5,7152.5,30,0
3151,2951,17970.0,7030.0,19,0
3151,2952,18018.0,6982.0,22,0
3151,2953,17874.0,7126.0,20,0
3151,2954,17855.5,7144.5,18,0
3151,2955,17945.0,7055.0,23,0
3151,2956,18016.0,6984.0,28,0
3151,2957,17935.0,7065.0,21,0
3151,2958,17815.0,7185.0,18,0
3151,2959,17706.0,7294.0,21,0
3151,2960,17833.0,7167.0,18,0
3151,2961,17759.5,7240.5,20,0
3151,2962,17719.5,7280.5,21,0
3151,2963,17718.0,7282.0,19,0
3151,2964,17696.5,7303.5,18,0
3151,2965,17566.0,7434.0,19,0
3151,2966,17687.0,7313.0,23,0
3151,2967,17476.5,7523.5,16,0
3151,2968,17663.0,7337.0,23,0
3151,2969,17532.5,7467.5,20,0
3151,2970,17572.5,7427.5,19,0
3151,2971,17506.0,7494.0,22,0
3151,2972,17477.0,7523.0,17,0
3151,2973,17481.0,7519.0,21,0
3151,2974,17412.0,7588.0,22,0
3151,2975,17402.0,7598.0,20,0
3151,2976,17410.5,7589.5,20,0
3151,2977,17331.5,7668.5,18,0
3151,2978,17268.0,7732.0,19,0
3151,2979,17229.5,7770.5,22,0
3151,2980,17177.5,7822.5,19,0
3151,2981,17339.5,7660.5,18,0
3151,2982,17162.0,7838.0,22,0
3151,2983,17235.5,7764.5,16,0
3151,2984,17236.5,7763.5,20,0
3151,2985,17197.0,7803.0,17,0
3151,2986,17065.0,7935.0,16,0
3151,2987,17032.0,7968.0,17,0
3151,2988,17020.0,7980.0,16,0
3151,2989,17026.5,7973.5,19,0
3151,2990,17055.0,7945.0,16,0
3151,2991,16954.0,8046.0,16,0
3151,2992,16931.5,8068.5,19,0
